I	138781	138828	+
I	139031	139079	+
I	139330	139377	+
I	139668	139768	+
I	139981	140135	+
I	140291	140370	+
I	140495	140553	+
I	140869	140915	+
I	141212	141680	+
I	141853	141899	+
I	142022	142066	+
I	142229	142277	+
I	142476	142546	+
I	142670	142728	+
I	142938	143006	+
I	143683	144264	+
I	144395	144439	+
I	146747	146792	-
I	146923	147053	-
I	147730	147783	-
I	147993	148098	-
I	148222	149059	-
I	149258	149302	-
I	149471	149519	-
I	149816	150390	-
I	150687	150733	-
I	151181	151226	-
I	151382	151460	-
I	151673	152068	-
I	152359	152406	-
I	152657	152705	-
I	152908	152955	-
I	153344	153394	-
I	153552	153602	-
I	153679	154758	-
I	160545	160711	-
I	160998	161596	-
I	161888	162367	-
I	162596	162644	-
I	162716	163098	-
I	163429	163499	-
I	163607	163808	-
I	164202	164676	-
I	164764	164899	-
I	165007	165376	-
I	165486	165542	-
I	165659	166001	-
I	166103	166746	-
I	173507	173560	+
I	173724	173774	+
I	174311	174604	+
I	174831	174877	+
I	175052	175096	+
I	175240	175578	+
I	175707	175754	+
I	178619	180599	+
I	180464	180599	+
I	180697	181250	+
I	181513	181662	+
I	181766	181813	+
I	182344	182393	-
I	182499	182544	-
I	182615	182671	-
I	183455	183506	+
I	183628	183724	+
I	184110	188465	+
I	188481	189048	+
I	189210	189644	+
I	189962	190556	+
I	191066	191177	+
I	191298	191581	+
I	191724	191778	+
I	191857	192691	+
I	193094	193588	+
I	193933	194709	+
I	194797	195019	+
I	195214	195356	+
I	195522	196082	+
I	196332	197204	+
I	197652	197958	+
I	198072	200046	+
I	200502	201302	+
I	201692	202123	+
I	202446	203066	+
I	203357	204261	+
I	204684	205073	+
I	205217	205299	+
I	205596	206419	+
I	206590	206692	+
I	206780	207060	+
I	207310	207703	+
I	209549	209957	+
I	210099	210151	+
I	210328	211069	+
I	211175	211256	+
I	211383	211494	+
I	212495	213523	-
I	214185	214857	-
I	215315	215386	-
I	216091	216144	+
I	216276	216330	+
I	216909	218109	+
I	217260	217305	-
I	218204	218771	+
I	219827	220003	-
I	220106	220222	-
I	220349	220397	-
I	221446	221497	-
I	232192	233278	-
I	233417	233465	-
I	233572	233625	-
I	233732	233782	-
I	233982	234037	-
I	234996	235225	-
I	236051	236146	-
I	236443	236519	-
I	236762	237530	-
I	237595	237720	-
I	237852	238059	-
I	238771	238842	-
I	240531	242320	+
I	242418	242851	+
I	243077	243471	+
I	243607	243701	+
I	244061	244489	+
I	248686	248731	-
I	248898	248945	-
I	249049	249494	-
I	249586	249674	-
I	252182	252235	+
I	252369	252423	+
I	253052	253301	+
I	253468	253707	+
I	253802	253945	+
I	254801	254975	-
I	255078	255194	-
I	255324	255369	-
I	255445	255817	-
I	255959	256315	-
I	257660	258020	-
I	258357	258547	-
I	258682	259106	-
I	280205	280310	+
I	283648	284308	+
I	284537	285007	+
I	285210	285557	+
I	285637	285834	+
I	286419	286873	-
I	286996	287508	-
I	288002	288557	-
I	288643	288749	-
I	288901	288972	-
I	291306	295791	+
I	295419	295791	+
I	295849	302594	+
I	301233	302594	+
I	302703	302760	+
I	302829	303202	+
I	303727	303787	+
I	303908	304092	+
I	304254	304927	+
I	306087	306289	-
I	306607	307090	-
I	307813	308570	-
I	308790	309204	-
I	309433	309541	-
I	309760	310761	-
I	311575	311633	-
I	311783	311835	-
I	312877	312925	-
I	313841	313887	-
I	314101	314153	-
I	314773	314822	-
I	319127	319737	-
I	320416	321074	-
I	322387	322784	-
I	323092	323142	-
I	323933	323978	+
I	324239	324288	+
I	324652	325298	+
I	325412	325461	+
I	326047	326958	+
I	327244	327846	+
I	327978	330110	+
I	332763	332845	+
I	332948	333790	+
I	334109	335708	+
I	336142	337564	+
I	343648	343893	-
I	344032	345020	-
I	345829	346374	-
I	346515	346560	-
I	346741	346792	-
I	347043	347092	-
I	347043	348304	-
I	347580	347629	+
I	347705	347761	+
I	347982	348041	+
I	348618	348676	+
I	348903	349351	+
I	349679	350184	+
I	350345	350640	+
I	350984	351793	+
I	352079	352865	+
I	353171	353743	+
I	353963	354380	+
I	354698	355373	+
I	355480	355537	+
I	355816	356833	+
I	356945	356993	+
I	357326	357375	-
I	357481	358290	-
I	358757	360224	-
I	360693	361248	-
I	361583	363069	-
I	363602	363654	-
I	363713	363771	-
I	364678	364735	+
I	365190	365530	+
I	365595	365643	+
I	365959	366652	+
I	367208	367745	+
I	369245	370423	-
I	370760	371354	-
I	371672	372616	-
I	372706	373330	-
I	373078	373571	-
I	373741	377197	-
I	377517	378570	-
I	378640	378702	-
I	378875	378928	-
I	380127	380182	-
I	380554	380604	-
I	380920	380970	-
I	381217	381265	-
I	381469	381790	-
I	382912	382988	+
I	383063	383120	+
I	383373	383428	+
I	383563	384624	+
I	385224	386075	+
I	386335	388045	+
I	388149	388376	+
I	388937	389758	-
I	389819	390192	-
I	390551	391034	-
I	391099	391611	-
I	391802	392157	-
I	391805	392157	-
I	392191	392455	-
I	392661	392997	-
I	393121	393355	-
I	393638	394089	-
I	399047	399188	+
I	399268	399952	+
I	400104	401954	+
I	402046	402292	+
I	402416	403513	+
I	403716	406062	+
I	406230	407369	+
I	407543	408520	+
I	408762	410343	+
I	410625	411202	+
I	411434	412440	+
I	413093	415871	-
I	416095	416433	-
I	416650	417521	-
I	417649	417802	-
I	417930	417977	-
I	418096	418444	-
I	421031	421098	+
I	421220	421564	+
I	421800	421843	+
I	422181	422292	+
I	422492	422538	+
I	422687	422738	+
I	422892	423500	+
I	444108	444253	+
I	444375	444993	+
I	445083	446707	+
I	446781	446913	+
I	447050	450196	+
I	450305	450481	+
I	450758	451294	+
I	451460	455355	+
I	455490	455545	+
I	455720	456855	+
I	456993	457235	+
I	458620	459568	+
I	460061	460949	+
I	462172	462229	+
I	462317	462370	+
I	462870	463234	-
I	463420	464258	-
I	464523	465053	-
I	465213	465647	-
I	465694	465995	-
I	466123	467027	-
I	477731	478213	+
I	478322	478464	+
I	478742	478878	+
I	479108	479933	+
I	480180	480750	+
I	481128	481837	+
I	483027	484129	-
I	484308	484787	-
I	484857	484906	-
I	485001	485152	-
I	485275	485380	-
I	485618	486466	-
I	486848	487532	-
I	487726	487793	-
I	487901	487957	-
I	488722	488767	+
I	488832	488881	+
I	488943	489699	+
I	490201	491196	+
I	491301	491349	+
I	491558	491609	+
I	491723	491835	+
I	492159	492224	+
I	492350	492866	+
I	493555	494259	+
I	494342	494391	+
I	494705	495827	+
I	496282	496329	-
I	496463	497689	-
I	497829	498426	-
I	498566	499792	-
I	500118	501928	-
I	503211	504056	-
I	504131	504224	-
I	504277	504322	-
I	504453	505505	-
I	505604	505659	-
I	505770	505819	-
I	506048	506092	-
I	506586	506638	+
I	506744	506801	+
I	507015	507064	+
I	507224	507276	+
I	507407	507453	+
I	507704	507754	+
I	507894	507943	+
I	508047	508097	+
I	508330	508381	+
I	508490	508537	+
I	508756	508804	+
I	509213	509261	-
I	509422	509747	-
I	509887	510738	-
I	511752	512480	-
I	513089	513142	-
I	513724	513775	-
I	514207	515022	-
I	515235	516350	-
I	520407	521319	-
I	531090	531266	+
I	531341	531792	+
I	531347	531789	+
I	531892	531946	+
I	532552	532618	+
I	534568	534617	+
I	534723	534771	+
I	534969	535030	+
I	535848	535898	+
I	536305	536349	+
I	536305	536355	+
I	537242	537302	+
I	537559	537605	+
I	537834	538701	+
I	538910	539452	+
I	539726	539794	+
I	539726	539800	+
I	540007	540063	+
I	540383	540722	+
I	540982	541063	+
I	541284	541343	+
I	550911	551712	+
I	551908	552404	+
I	552817	553134	+
I	553584	553819	+
I	554393	555023	+
I	555096	555144	+
I	555330	555381	+
I	555764	555818	+
I	557571	558403	+
I	558542	559506	+
I	559662	559705	+
I	559866	560701	+
I	560797	561400	+
I	562868	562919	+
I	563118	563163	+
I	563329	563373	+
I	563456	563506	+
I	563579	564608	+
I	565543	565692	-
I	565879	566240	-
I	572603	572888	-
I	572992	573639	-
I	573892	574144	-
I	574072	574144	-
I	574661	574929	-
I	582624	582669	-
I	582883	583578	-
I	586132	587153	-
I	587277	587332	-
I	587657	588628	-
I	588756	588813	-
I	588871	588927	-
I	589057	590157	-
I	590345	591265	-
I	590345	591534	-
I	591303	591534	-
I	591606	591741	-
I	591859	591936	-
I	592121	592440	-
I	592515	592571	-
I	592691	593228	-
I	593492	593536	-
I	593734	595185	-
I	595957	596333	-
I	596694	597635	-
I	597824	597884	-
I	597970	598560	-
I	598658	601169	-
I	601374	601418	-
I	601541	601603	-
I	601770	603125	-
I	603280	603374	-
I	603473	603523	-
I	603585	604329	-
I	604592	604894	-
I	605138	606568	-
I	606851	607360	-
I	615000	615820	-
I	616113	623626	-
I	618356	618414	+
I	618667	618712	+
I	618911	618958	+
I	619017	619068	+
I	619186	619246	+
I	619688	619737	+
I	620023	620069	+
I	620465	620512	+
I	621167	621214	+
I	621791	621845	+
I	621969	622022	+
I	623715	624217	-
I	624374	625363	-
I	625471	625521	-
I	625628	627137	-
I	627362	629343	-
I	631284	633890	-
I	634796	636233	-
I	637009	637064	+
I	637173	637249	+
I	637336	637396	+
I	637705	637763	+
I	638247	645450	+
I	645566	647806	+
I	645735	645782	-
I	645983	647004	-
I	647069	647120	-
I	648073	648711	+
I	649003	649592	+
I	649747	652007	+
I	652372	653677	+
I	654226	654281	+
I	655058	656559	+
I	656745	658380	+
I	659741	659932	-
I	660275	661313	-
I	661919	662931	-
I	663013	663065	-
I	663381	663442	-
I	663721	664449	-
I	664499	664547	-
I	665038	665087	-
I	665186	665890	-
I	666119	666165	-
I	666281	666629	-
I	667875	668760	-
I	668894	669345	-
I	669568	671803	-
I	671992	672913	-
I	673257	674165	-
I	680555	681313	+
I	681429	681489	+
I	681640	682931	+
I	683152	683226	+
I	683468	683522	+
I	684063	684111	-
I	684228	685381	-
I	685483	685544	-
I	686408	686482	-
I	688298	688370	+
I	688597	689020	+
I	689320	690296	+
I	691059	691112	+
I	692369	692596	-
I	692683	693510	-
I	693846	694580	-
I	694649	694831	-
I	695323	696677	-
I	697007	698052	-
I	700785	701755	-
I	701862	702248	-
I	703984	704418	-
I	704549	706418	-
I	706663	707945	-
I	708269	710038	-
I	710264	711874	-
I	711994	713215	-
I	713647	715473	-
I	715641	715724	-
I	718237	718287	-
I	718363	718656	-
I	719436	719497	-
I	719600	719650	-
I	720252	720297	+
I	720431	720485	+
I	720598	720643	+
I	720783	720827	+
I	720938	722102	+
I	722200	722243	+
I	722354	724569	+
I	724765	725108	+
I	725224	725285	+
I	725391	726500	+
I	726869	730280	+
I	730531	730835	+
I	731115	731983	-
I	732324	733132	-
I	733569	734484	-
I	734562	734608	-
I	734871	734964	-
I	735072	735123	-
I	735259	735764	-
I	736025	736265	-
I	742074	742808	-
I	743167	743212	-
I	743523	745292	-
I	745945	746745	+
I	746908	746954	+
I	747339	748173	+
I	748591	749897	-
I	749994	750045	-
I	750166	750220	-
I	750304	750570	-
I	750844	752267	-
I	752552	753701	-
I	753841	754060	-
I	754135	754452	-
I	754588	754997	-
I	755078	756869	-
I	758891	758947	+
I	759052	759696	+
I	759796	760317	+
I	760986	761043	-
I	761366	761619	-
I	761716	761793	-
I	763823	765137	+
I	765273	765431	+
I	765644	766047	+
I	766148	766325	+
I	766444	766526	+
I	766640	767582	+
I	767733	768164	+
I	768223	768273	+
I	768447	768499	+
I	768627	768798	+
I	768627	770461	+
I	771057	771450	+
I	771565	771805	+
I	771910	771967	+
I	772153	773163	+
I	773384	773434	+
I	773545	773699	+
I	773986	774967	+
I	775063	775109	+
I	775386	775468	+
I	775571	776163	+
I	803473	804344	+
I	804421	804469	+
I	804894	805599	+
I	805879	819244	+
I	819421	820263	+
I	820443	823092	+
I	823269	824609	+
I	824761	827629	+
I	827841	828024	+
I	828724	829811	+
I	829925	831108	+
I	831721	831776	+
I	832819	832889	+
I	833132	833182	+
I	833271	834539	+
I	838107	838154	+
I	838321	838542	+
I	839126	839676	+
I	840091	840139	+
I	840759	841217	+
I	841579	841623	+
I	841975	842545	-
I	842673	842716	-
I	842860	842914	-
I	843096	843712	-
I	844011	844060	-
I	844338	845613	-
I	845760	845929	-
I	845998	846082	-
I	846141	846595	-
I	853486	853560	+
I	853625	853696	+
I	853768	853827	+
I	853929	853985	+
I	854103	858488	+
I	858834	861485	+
I	861918	864403	+
I	864818	865730	+
I	865933	866762	+
I	866857	868609	+
I	868720	870193	+
I	870323	871653	+
I	873625	874648	-
I	874741	875520	-
I	876648	877705	-
I	877913	878216	-
I	878317	878405	-
I	878456	879482	-
I	879535	879591	-
I	879670	881108	-
I	881200	882389	-
I	883163	884903	+
I	885039	886506	+
I	886706	887879	+
I	888057	888149	+
I	888345	889673	+
I	890005	890109	-
I	890178	890436	-
I	890510	891321	-
I	891400	891603	-
I	891701	892180	-
I	892273	892426	-
I	892505	892563	-
I	892745	894501	-
I	894628	894681	-
I	894862	894923	-
I	897354	898178	+
I	898348	900612	+
I	900799	903102	+
I	903189	903252	+
I	903328	903381	+
I	903510	904610	+
I	904843	905733	+
I	907558	909241	+
I	909419	909679	+
I	909839	909890	+
I	910132	910940	+
I	912572	912624	-
I	912825	914001	-
I	914109	914163	-
I	914348	914407	-
I	914817	915979	-
I	916078	916170	-
I	916405	917210	-
I	917412	917913	-
I	917412	918778	-
I	917936	918778	-
I	918994	919092	-
I	918994	926514	-
I	918994	926811	-
I	938674	940220	+
I	940306	940511	+
I	940582	941231	+
I	942355	942403	+
I	942474	943665	+
I	943972	944026	+
I	944181	944229	+
I	944341	945229	+
I	945462	945511	+
I	945577	945630	+
I	945833	945886	+
I	946012	946219	+
I	946347	946397	+
I	946607	947156	+
I	947265	947316	+
I	948790	949045	-
I	949499	949773	-
I	949949	950846	-
I	950954	951018	-
I	950966	951018	-
I	951109	951174	-
I	951314	952676	-
I	952888	952950	-
I	953091	957191	-
I	964051	964113	-
I	964195	966475	-
I	966597	966646	-
I	966732	966778	-
I	966922	968234	-
I	968316	968362	-
I	968487	969236	-
I	969837	969892	-
I	969982	971459	-
I	971949	972647	-
I	972002	972647	-
I	972085	972647	-
I	972719	972866	-
I	972936	972986	-
I	990141	990520	+
I	991037	991495	+
I	996093	996803	+
I	996905	996967	+
I	1004088	1004700	+
I	1005059	1006026	+
I	1006321	1006458	+
I	1006545	1007010	+
I	1007133	1007185	+
I	1007270	1008079	+
I	1008461	1009521	+
I	1009752	1009817	+
I	1009888	1010204	+
I	1010290	1010591	+
I	1011653	1011696	-
I	1011851	1013666	-
I	1014024	1014080	-
I	1014024	1014101	-
I	1014205	1014262	-
I	1016523	1016931	+
I	1020033	1023902	-
I	1024214	1026166	-
I	1026616	1029492	-
I	1029602	1029661	-
I	1031082	1031994	-
I	1032872	1032927	-
I	1033211	1033264	-
I	1034496	1034546	+
I	1034643	1034690	+
I	1034878	1034931	+
I	1035062	1035120	+
I	1035243	1035303	+
I	1035395	1037311	+
I	1037450	1037505	+
I	1037712	1039052	+
I	1039293	1039337	+
I	1039880	1040113	+
I	1040645	1040697	+
I	1041689	1043355	+
I	1043924	1046341	+
I	1046577	1047955	+
I	1049685	1050404	+
I	1051128	1051915	-
I	1052024	1052091	-
I	1052024	1052568	-
I	1052676	1052793	-
I	1052853	1053594	-
I	1054468	1056060	-
I	1056204	1057693	-
I	1057911	1059379	-
I	1059542	1060449	-
I	1060669	1066192	-
I	1062754	1063599	+
I	1064005	1064653	+
I	1066324	1066391	-
I	1066560	1066656	-
I	1066767	1066848	-
I	1068890	1068973	+
I	1069087	1069413	+
I	1069574	1070367	+
I	1070486	1071469	+
I	1071566	1071620	+
I	1071748	1071798	+
I	1071932	1072672	+
I	1072915	1074196	+
I	1078708	1078779	-
I	1078829	1078921	-
I	1078957	1079131	-
I	1084670	1085988	+
I	1086203	1087249	+
I	1087384	1087449	+
I	1087524	1088384	+
I	1088598	1088915	+
I	1089039	1089089	+
I	1089195	1089583	+
I	1090201	1090442	-
I	1090621	1091328	-
I	1091453	1091506	-
I	1091681	1092669	-
I	1092840	1094306	-
I	1094566	1095667	-
I	1107629	1107683	+
I	1107876	1108783	+
I	1109160	1109684	+
I	1110154	1111876	+
I	1112187	1112896	+
I	1113129	1113522	+
I	1113938	1114844	+
I	1128425	1129209	+
I	1129393	1129805	+
I	1130013	1131221	+
I	1131286	1131472	+
I	1136741	1137811	-
I	1138140	1140157	-
I	1140267	1140802	-
I	1141030	1142084	-
I	1142297	1143348	-
I	1143538	1145714	-
I	1145854	1147086	-
I	1147584	1149905	-
I	1150631	1152122	-
I	1152279	1152633	-
I	1152811	1152877	-
I	1153007	1153747	-
I	1155706	1155747	-
I	1156788	1156873	+
I	1156888	1156970	+
I	1157094	1157273	+
I	1158031	1162616	+
I	1163041	1164508	-
I	1164725	1166225	-
I	1166324	1166377	-
I	1166582	1167651	-
I	1167975	1169556	-
I	1169799	1170669	-
I	1170895	1173807	-
I	1174094	1175383	-
I	1175626	1175688	-
I	1176620	1177877	+
I	1178418	1179002	+
I	1179390	1180246	+
I	1181186	1182418	+
I	1182502	1182871	+
I	1183178	1184850	+
I	1185134	1187289	+
I	1187502	1189067	+
I	1193441	1195742	+
I	1196091	1198543	+
I	1199140	1201877	+
I	1202059	1207321	+
I	1207735	1208574	+
I	1208693	1210861	+
I	1211587	1212573	+
I	1212772	1213786	+
I	1213978	1221046	+
I	1215122	1217171	-
I	1218655	1218884	-
I	1221243	1222676	+
I	1222826	1232372	+
I	1224333	1224654	-
I	1224777	1225175	-
I	1225534	1226619	-
I	1226811	1227744	-
I	1226811	1229245	-
I	1232633	1233776	+
I	1233882	1234492	+
I	1234672	1236162	+
I	1236357	1237953	+
I	1238104	1239438	+
I	1239638	1241099	+
I	1241254	1242768	+
I	1242856	1245226	+
I	1245391	1247362	+
I	1247589	1247778	+
I	1247957	1253332	+
I	1253514	1254376	+
I	1254859	1257777	+
I	1259670	1262351	-
I	1262469	1262926	-
I	1263153	1264179	-
I	1264236	1264756	-
I	1264911	1265421	-
I	1265630	1266269	-
I	1266431	1267579	-
I	1282230	1282697	+
I	1282819	1283724	+
I	1283829	1283900	+
I	1283991	1284143	+
I	1284282	1284577	+
I	1284756	1284803	+
I	1284863	1284906	+
I	1284975	1285163	+
I	1287585	1287778	+
I	1305680	1306928	+
I	1307152	1307859	+
I	1308197	1309105	+
I	1309601	1310988	+
I	1311289	1312838	+
I	1312936	1320039	+
I	1320236	1320347	+
I	1320622	1321781	+
I	1322330	1323278	+
I	1323729	1324578	+
I	1325009	1326072	+
I	1326608	1327887	+
I	1332770	1333002	+
I	1333144	1333267	+
I	1333356	1333776	+
I	1333950	1334006	+
I	1335514	1335995	+
I	1335514	1336687	+
I	1336115	1336208	+
I	1336298	1336687	+
I	1337115	1337254	+
I	1337371	1337936	+
I	1338994	1339275	+
I	1339369	1339429	+
I	1339565	1339630	+
I	1340767	1340824	+
I	1340924	1340975	+
I	1341635	1342171	-
I	1342725	1344032	-
I	1348739	1350805	+
I	1351173	1354194	+
I	1354339	1356081	+
I	1356370	1358066	+
I	1358516	1359412	+
I	1365619	1371173	+
I	1371348	1375513	+
I	1375737	1375877	+
I	1377358	1379231	-
I	1379602	1382272	-
I	1382304	1382464	-
I	1382561	1383512	-
I	1383716	1384989	-
I	1386402	1389268	-
I	1389444	1391112	-
I	1391295	1392580	-
I	1394779	1395758	+
I	1395873	1395938	+
I	1396111	1397515	+
I	1397706	1399167	+
I	1399346	1402091	+
I	1406371	1408456	+
I	1408635	1411440	+
I	1411614	1412610	+
I	1414238	1415237	-
I	1415348	1415399	-
I	1415486	1415552	-
I	1415645	1415725	-
I	1416736	1416794	+
I	1416959	1420210	+
I	1416959	1422687	+
I	1421307	1422687	+
I	1422991	1424410	+
I	1433151	1433647	-
I	1436428	1437378	+
I	1437502	1440580	+
I	1442063	1442493	-
I	1442654	1443595	-
I	1443775	1443825	-
I	1446946	1447262	+
I	1447556	1447909	+
I	1448006	1448084	+
I	1448248	1449234	+
I	1450249	1454244	+
I	1451539	1452802	-
I	1452889	1452935	-
I	1454379	1454429	+
I	1454749	1454799	+
I	1454910	1455673	+
I	1455763	1460228	+
I	1460285	1460544	+
I	1460728	1461514	+
I	1461627	1461672	+
I	1461958	1463566	+
I	1463697	1463931	+
I	1464050	1464366	+
I	1464470	1465071	+
I	1465663	1466323	+
I	1466863	1468034	+
I	1468200	1468249	+
I	1468316	1468880	+
I	1468932	1468986	+
I	1469089	1469461	+
I	1471373	1475544	+
I	1475777	1476366	+
I	1476467	1476638	+
I	1476813	1476971	+
I	1477085	1477134	+
I	1477229	1477828	+
I	1478145	1478754	+
I	1478995	1479210	+
I	1479468	1479746	+
I	1483234	1484718	+
I	1484875	1484922	+
I	1485058	1485925	+
I	1486010	1486055	+
I	1486250	1487178	+
I	1487409	1487768	+
I	1488094	1488423	+
I	1488674	1489067	+
I	1489280	1490280	+
I	1491479	1492385	-
I	1492540	1494679	-
I	1494810	1495717	-
I	1495834	1495901	-
I	1496013	1497063	-
I	1497140	1498797	-
I	1499513	1500687	-
I	1501232	1502688	-
I	1503023	1504476	-
I	1504807	1506879	-
I	1507341	1511223	-
I	1512012	1514203	-
I	1514898	1514953	+
I	1515057	1515109	+
I	1515184	1515231	+
I	1515394	1517532	+
I	1518119	1520157	+
I	1520269	1522173	+
I	1522457	1524297	+
I	1524642	1525844	+
I	1526004	1526976	+
I	1530097	1532236	+
I	1532396	1533099	+
I	1533283	1533937	+
I	1534050	1534115	+
I	1543679	1543823	+
I	1543972	1544284	+
I	1544489	1544760	+
I	1544963	1545630	+
I	1545762	1550350	+
I	1550727	1551998	+
I	1552111	1552702	+
I	1552847	1553515	+
I	1553881	1554796	+
I	1555121	1555786	+
I	1567018	1567600	+
I	1567684	1570348	+
I	1570680	1571932	+
I	1572083	1574142	+
I	1574490	1577386	+
I	1577867	1579071	+
I	1584343	1585270	+
I	1585412	1586166	+
I	1586338	1588636	+
I	1588742	1589457	+
I	1589650	1589714	+
I	1589798	1590699	+
I	1590933	1591004	+
I	1590933	1592087	+
I	1591176	1592346	+
I	1592294	1592347	+
I	1592421	1592515	+
I	1592622	1593348	+
I	1595136	1595901	-
I	1600809	1600949	-
I	1601220	1601268	-
I	1601917	1601964	+
I	1602317	1604480	+
I	1605042	1606376	+
I	1608061	1609911	-
I	1610502	1610562	+
I	1610899	1611485	+
I	1611593	1611745	+
I	1611826	1613476	+
I	1613894	1616098	+
I	1616259	1617832	+
I	1617967	1619626	+
I	1621702	1622399	-
I	1622620	1623181	-
I	1623338	1623774	-
I	1623876	1624774	-
I	1625002	1626343	-
I	1629116	1629162	+
I	1629223	1629279	+
I	1629224	1629281	+
I	1629408	1630552	+
I	1630792	1633220	+
I	1634858	1637277	+
I	1637399	1638569	+
I	1639063	1640089	+
I	1640820	1641352	+
I	1641568	1642614	+
I	1643007	1643934	+
I	1644165	1644548	+
I	1645024	1645524	-
I	1646268	1646957	-
I	1647046	1647116	-
I	1647234	1648102	-
I	1648473	1649361	-
I	1649783	1651182	-
I	1652998	1653436	+
I	1653669	1653899	+
I	1653979	1654752	+
I	1654973	1655024	+
I	1655933	1656375	-
I	1657642	1657690	-
I	1657867	1660831	-
I	1661039	1663272	-
I	1663548	1663886	-
I	1664403	1666633	-
I	1667738	1668163	+
I	1668270	1668342	+
I	1668533	1668610	+
I	1668852	1669486	+
I	1670283	1670968	-
I	1670283	1671779	-
I	1671254	1671779	-
I	1671871	1671940	-
I	1672015	1672077	-
I	1672279	1672683	-
I	1673223	1673743	-
I	1673938	1674940	-
I	1675162	1675216	-
I	1675385	1676323	-
I	1680557	1681627	+
I	1681897	1682829	+
I	1683430	1684380	+
I	1684448	1684827	+
I	1686329	1686382	-
I	1686468	1687764	-
I	1688086	1691049	-
I	1691204	1691278	-
I	1691336	1691402	-
I	1691495	1691560	-
I	1691641	1693008	-
I	1696298	1697658	+
I	1698616	1699655	+
I	1700009	1700677	+
I	1701483	1701577	+
I	1702148	1702571	+
I	1702687	1703961	+
I	1704485	1705660	+
I	1705754	1705797	+
I	1706004	1707335	+
I	1709117	1709586	+
I	1709732	1710668	+
I	1710995	1712709	+
I	1712827	1715161	+
I	1721728	1721909	+
I	1722458	1725046	+
I	1725437	1726665	+
I	1727125	1728204	+
I	1728817	1730816	+
I	1730054	1730816	+
I	1731572	1732791	+
I	1731572	1733296	+
I	1733369	1734446	+
I	1738526	1738826	+
I	1739209	1740056	+
I	1740916	1742489	-
I	1742839	1745736	-
I	1746044	1748286	-
I	1748694	1750734	-
I	1751584	1751646	+
I	1751858	1752603	+
I	1752936	1753998	+
I	1755461	1758850	+
I	1759536	1760456	+
I	1760689	1762290	+
I	1762678	1763034	+
I	1763256	1763588	+
I	1763844	1764656	+
I	1764895	1766005	+
I	1768498	1769864	+
I	1770068	1783691	+
I	1771781	1773149	-
I	1773708	1775493	-
I	1780125	1780709	-
I	1781061	1781112	-
I	1781496	1781883	-
I	1782034	1782509	-
I	1783815	1784890	+
I	1785382	1787035	+
I	1787424	1789556	+
I	1792504	1792559	+
I	1793363	1793791	+
